"","ID","isport"
"967",20165,0
"968",20166,0
"969",20167,0
"970",20168,0
"971",20169,0
"972",20170,0
"973",20171,0
"974",20172,0
"975",20173,0
"976",20174,0
"977",20175,0
"978",20176,0
"979",20177,0
"980",20178,0
"981",20179,0
"982",20180,0
"983",20181,0
"984",20182,0
"985",20183,1
"986",20203,0
"987",20204,0
"988",20205,0
"989",20206,0
"990",20207,0
"991",20208,0
"992",20209,0
"993",20210,0
"994",20211,0
"995",20212,0
"996",20213,0
"997",20214,0
"998",20215,0
"999",20216,0
"1000",20217,0
"1001",20218,0
"1002",20219,0
"1003",20220,0
"1004",20221,0
"1005",20222,0
"1006",20223,0
"1007",20224,0
"1008",20225,0
"1009",20226,0
"1010",20227,0
"1011",20228,0
"1012",20229,0
"1013",20230,0
"1014",20231,0
"1015",20232,0
"1016",20233,0
"1017",20234,0
"1018",20235,0
"1019",20236,0
"1020",20237,0
"1021",20238,0
"1022",20239,0
"1023",20240,0
"1024",20241,0
"1025",20242,0
"1026",20243,0
"1027",20244,0
"1028",20245,0
"1029",20246,0
"1030",20247,0
"1031",20248,0
"1032",20249,0
"1033",20250,0
"1034",20251,0
"1035",20252,0
"1036",20253,0
"1037",20254,0
"1038",20255,0
"1039",20256,0
"1040",20257,0
"1041",20258,0
"1042",20259,0
"1043",20260,0
"1044",20261,0
"1045",20262,0
"1046",20263,0
"1047",20284,0
"1048",20285,0
"1049",20286,0
"1050",20287,0
"1051",20288,0
"1052",20289,0
"1053",20290,0
"1054",20291,0
"1055",20292,0
"1056",20293,0
"1057",20294,0
"1058",20295,0
"1059",20296,0
"1060",20297,0
"1061",20298,0
"1062",20299,0
"1063",20300,0
"1064",20301,0
"1065",20302,0
"1066",20303,0
"1067",20304,0
"1068",20305,0
"1069",20306,0
"1070",20307,0
"1071",20308,0
"1072",20309,0
"1073",20310,0
"1074",20311,0
"1075",20312,0
"1076",20313,0
"1077",20314,0
"1078",20315,0
"1079",20316,0
"1080",20317,0
"1081",20318,0
"1082",20319,0
"1083",20320,0
"1084",20321,0
"1085",20322,0
"1086",20323,0
"1087",20324,0
"1088",20325,0
"1089",20326,0
"1090",20327,0
"1091",20328,0
"1092",20329,0
"1093",20330,0
"1094",20331,0
"1095",20332,0
"1096",20333,0
"1097",20334,0
"1098",20335,0
"1099",20336,0
"1100",20337,0
"1101",20338,0
"1102",20339,0
"1103",20340,0
"1104",20341,0
"1105",20342,0
"1106",20343,0
"1107",20366,1
"1108",20367,0
"1109",20368,0
"1110",20369,0
"1111",20370,0
"1112",20371,0
"1113",20372,0
"1114",20373,0
"1115",20374,0
"1116",20375,0
"1117",20376,0
"1118",20377,0
"1119",20378,0
"1120",20379,0
"1121",20380,0
"1122",20381,0
"1123",20382,0
"1124",20383,0
"1125",20384,0
"1126",20385,0
"1127",20386,0
"1128",20387,0
"1129",20388,0
"1130",20389,0
"1131",20390,0
"1132",20391,0
"1133",20392,0
"1134",20393,0
"1135",20394,0
"1136",20395,0
"1137",20396,0
"1138",20397,0
"1139",20398,0
"1140",20399,0
"1141",20400,0
"1142",20401,0
"1143",20402,0
"1144",20403,0
"1145",20404,0
"1146",20405,0
"1147",20406,0
"1148",20407,0
"1149",20408,0
"1150",20409,0
"1151",20410,0
"1152",20411,0
"1153",20412,0
"1154",20413,0
"1155",20414,0
"1156",20415,0
"1157",20416,0
"1158",20417,0
"1159",20418,0
"1160",20419,0
"1161",20420,0
"1162",20421,0
"1163",20422,0
"1164",20423,0
"1165",20424,0
"1166",20451,1
"1167",20452,0
"1168",20453,0
"1169",20454,0
"1170",20455,0
"1171",20456,0
"1172",20457,0
"1173",20458,0
"1174",20459,0
"1175",20460,0
"1176",20461,0
"1177",20462,0
"1178",20463,0
"1179",20464,0
"1180",20465,0
"1181",20466,0
"1182",20467,0
"1183",20468,0
"1184",20469,0
"1185",20470,0
"1186",20471,0
"1187",20472,0
"1188",20473,0
"1189",20474,0
"1190",20475,0
"1191",20476,0
"1192",20477,0
"1193",20478,0
"1194",20479,0
"1195",20480,0
"1196",20481,0
"1197",20482,0
"1198",20483,0
"1199",20484,0
"1200",20485,0
"1201",20486,0
"1202",20487,0
"1203",20488,0
"1204",20489,0
"1205",20490,0
"1206",20491,0
"1207",20492,0
"1208",20493,0
"1209",20494,0
"1210",20495,0
"1211",20496,0
"1212",20497,0
"1213",20498,0
"1214",20499,0
"1215",20500,0
"1216",20501,0
"1217",20502,0
"1218",20503,0
"1219",20504,0
"1220",20505,0
"1221",20506,0
"1222",20507,0
"1223",20508,0
"1224",20509,0
"1225",20510,0
"1226",20538,0
"1227",20539,0
"1228",20540,0
"1229",20541,0
"1230",20542,0
"1231",20543,0
"1232",20544,0
"1233",20545,0
"1234",20546,0
"1235",20547,0
"1236",20548,0
"1237",20549,0
"1238",20550,0
"1239",20551,0
"1240",20552,0
"1241",20553,0
"1242",20554,0
"1243",20555,0
"1244",20556,0
"1245",20557,0
"1246",20558,0
"1247",20559,0
"1248",20560,0
"1249",20561,0
"1250",20562,0
"1251",20563,0
"1252",20564,0
"1253",20565,0
"1254",20566,0
"1255",20567,0
"1256",20568,0
"1257",20569,0
"1258",20570,0
"1259",20571,0
"1260",20572,0
"1261",20573,0
"1262",20574,0
"1263",20575,0
"1264",20576,0
"1265",20577,0
"1266",20578,0
"1267",20579,0
"1268",20580,0
"1269",20581,0
"1270",20582,0
"1271",20583,0
"1272",20584,0
"1273",20585,0
"1274",20586,0
"1275",20587,0
"1276",20588,0
"1277",20589,0
"1278",20590,0
"1279",20591,0
"1280",20592,0
"1281",20593,0
"1282",20594,0
"1283",20595,0
"1284",20596,0
"1285",20597,0
"1286",20627,0
"1287",20628,0
"1288",20629,0
"1289",20630,0
"1290",20631,0
"1291",20632,0
"1292",20633,0
"1293",20634,0
"1294",20635,0
"1295",20636,0
"1296",20637,0
"1297",20638,0
"1298",20639,0
"1299",20640,0
"1300",20641,0
"1301",20642,0
"1302",20643,0
"1303",20644,0
"1304",20645,0
"1305",20646,0
"1306",20647,0
"1307",20648,0
"1308",20649,0
"1309",20650,0
"1310",20651,0
"1311",20652,0
"1312",20653,0
"1313",20654,0
"1314",20655,0
"1315",20656,0
"1316",20657,0
"1317",20658,0
"1318",20659,0
"1319",20660,0
"1320",20661,0
"1321",20662,0
"1322",20663,0
"1323",20664,0
"1324",20665,0
"1325",20666,0
"1326",20667,0
"1327",20668,0
"1328",20669,0
"1329",20670,0
"1330",20671,0
"1331",20672,0
"1332",20673,0
"1333",20674,0
"1334",20675,0
"1335",20676,0
"1336",20677,0
"1337",20678,0
"1338",20679,0
"1339",20680,0
"1340",20681,0
"1341",20682,0
"1342",20683,0
"1343",20684,0
"1344",20685,0
"1345",20716,0
"1346",20717,0
"1347",20718,0
"1348",20719,0
"1349",20720,0
"1350",20721,0
"1351",20722,0
"1352",20723,0
"1353",20724,0
"1354",20725,0
"1355",20726,0
"1356",20727,0
"1357",20728,0
"1358",20729,0
"1359",20730,0
"1360",20731,0
"1361",20732,0
"1362",20733,0
"1363",20734,0
"1364",20735,0
"1365",20736,0
"1366",20737,0
"1367",20738,0
"1368",20739,0
"1369",20740,0
"1370",20741,0
"1371",20742,0
"1372",20743,0
"1373",20744,0
"1374",20745,0
"1375",20746,0
"1376",20747,0
"1377",20748,0
"1378",20749,0
"1379",20750,0
"1380",20751,0
"1381",20752,0
"1382",20753,0
"1383",20754,0
"1384",20755,0
"1385",20756,0
"1386",20757,0
"1387",20758,0
"1388",20759,0
"1389",20760,0
"1390",20761,0
"1391",20762,0
"1392",20763,0
"1393",20764,0
"1394",20765,0
"1395",20766,0
"1396",20767,0
"1397",20768,0
"1398",20769,0
"1399",20770,0
"1400",20771,0
"1401",20772,0
"1402",20773,0
"1403",20774,0
"1404",20775,0
"1405",20803,1
"1406",20804,0
"1407",20805,0
"1408",20806,0
"1409",20807,0
"1410",20808,0
"1411",20809,0
"1412",20810,0
"1413",20811,0
"1414",20812,0
"1415",20813,0
"1416",20814,0
"1417",20815,0
"1418",20816,0
"1419",20817,0
"1420",20818,0
"1421",20819,0
"1422",20820,0
"1423",20821,0
"1424",20822,0
"1425",20823,0
"1426",20824,0
"1427",20825,0
"1428",20826,0
"1429",20827,0
"1430",20828,0
"1431",20829,0
"1432",20830,0
"1433",20831,0
"1434",20832,0
"1435",20833,0
"1436",20834,0
"1437",20835,0
"1438",20836,0
"1439",20837,0
"1440",20838,0
"1441",20839,0
"1442",20840,0
"1443",20841,0
"1444",20842,0
"1445",20843,0
"1446",20844,0
"1447",20845,0
"1448",20846,0
"1449",20847,0
"1450",20848,0
"1451",20849,0
"1452",20850,0
"1453",20851,0
"1454",20852,0
"1455",20853,0
"1456",20854,0
"1457",20855,0
"1458",20856,0
"1459",20857,0
"1460",20858,0
"1461",20859,0
"1462",20860,0
"1463",20861,0
"1464",20862,1
"1465",20890,0
"1466",20891,0
"1467",20892,0
"1468",20893,0
"1469",20894,0
"1470",20895,0
"1471",20896,0
"1472",20897,0
"1473",20898,0
"1474",20899,0
"1475",20900,0
"1476",20901,0
"1477",20902,0
"1478",20903,0
"1479",20904,0
"1480",20905,0
"1481",20906,0
"1482",20907,0
"1483",20908,0
"1484",20909,0
"1485",20910,0
"1486",20911,0
"1487",20912,0
"1488",20913,0
"1489",20914,0
"1490",20915,0
"1491",20916,0
"1492",20917,0
"1493",20918,0
"1494",20919,0
"1495",20920,0
"1496",20921,0
"1497",20922,0
"1498",20923,0
"1499",20924,0
"1500",20925,0
"1501",20926,0
"1502",20927,0
"1503",20928,0
"1504",20929,0
"1505",20930,0
"1506",20931,0
"1507",20932,0
"1508",20933,0
"1509",20934,0
"1510",20935,0
"1511",20936,0
"1512",20937,0
"1513",20938,0
"1514",20939,0
"1515",20940,0
"1516",20941,0
"1517",20942,0
"1518",20943,0
"1519",20944,0
"1520",20945,0
"1521",20946,0
"1522",20947,0
"1523",20948,0
"1524",20949,0
"1525",20950,0
"1526",20980,0
"1527",20981,0
"1528",20982,0
"1529",20983,0
"1530",20984,0
"1531",20985,0
"1532",20986,0
"1533",20987,0
"1534",20988,0
"1535",20989,0
"1536",20990,0
"1537",20991,0
"1538",20992,0
"1539",20993,0
"1540",20994,0
"1541",20995,0
"1542",20996,0
"1543",20997,0
"1544",20998,0
"1545",20999,0
"1546",21000,0
"1547",21001,0
"1548",21002,0
"1549",21003,0
"1550",21004,0
"1551",21005,0
"1552",21006,0
"1553",21007,0
"1554",21008,0
"1555",21009,0
"1556",21010,0
"1557",21011,0
"1558",21012,0
"1559",21013,0
"1560",21014,0
"1561",21015,0
"1562",21016,0
"1563",21017,0
"1564",21018,0
"1565",21019,0
"1566",21020,0
"1567",21021,0
"1568",21022,0
"1569",21023,0
"1570",21024,0
"1571",21025,0
"1572",21026,0
"1573",21027,0
"1574",21028,0
"1575",21029,0
"1576",21030,0
"1577",21031,0
"1578",21032,0
"1579",21033,0
"1580",21034,0
"1581",21035,0
"1582",21036,0
"1583",21037,0
"1584",21038,0
"1585",21039,0
"1586",21040,1
"1587",21071,1
"1588",21072,0
"1589",21073,0
"1590",21074,0
"1591",21075,0
"1592",21076,0
"1593",21077,0
"1594",21078,0
"1595",21079,0
"1596",21080,0
"1597",21081,0
"1598",21082,0
"1599",21083,0
"1600",21084,0
"1601",21085,0
"1602",21086,0
"1603",21087,0
"1604",21088,0
"1605",21089,0
"1606",21090,0
"1607",21091,0
"1608",21092,0
"1609",21093,0
"1610",21094,0
"1611",21095,0
"1612",21096,0
"1613",21097,0
"1614",21098,0
"1615",21099,0
"1616",21100,0
"1617",21101,0
"1618",21102,0
"1619",21103,0
"1620",21104,0
"1621",21105,0
"1622",21106,0
"1623",21107,0
"1624",21108,0
"1625",21109,0
"1626",21110,0
"1627",21111,0
"1628",21112,0
"1629",21113,0
"1630",21114,0
"1631",21115,0
"1632",21116,0
"1633",21117,0
"1634",21118,0
"1635",21119,0
"1636",21120,0
"1637",21121,0
"1638",21122,0
"1639",21123,0
"1640",21124,0
"1641",21125,0
"1642",21126,0
"1643",21127,0
"1644",21128,0
"1645",21129,0
"1646",21130,0
"1647",21131,0
"1648",21161,1
"1649",21162,0
"1650",21163,0
"1651",21164,0
"1652",21165,0
"1653",21166,0
"1654",21167,0
"1655",21168,0
"1656",21169,0
"1657",21170,0
"1658",21171,0
"1659",21172,0
"1660",21173,0
"1661",21174,0
"1662",21175,0
"1663",21176,0
"1664",21177,0
